Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,total_grade_1st_sem,total_grade_2nd_sem,admission_grade_per_age,log_course
1,43,1,1,1,100.0,41,3,4,3,2,100.0,0,0,0,1,0,0,19,1,0,5,10,5,14.85714286,2,0,5,7,5,15.14285714,0,9.4,-0.8,-3.12,0,6.142857143333333,5.357142856666667,5.2631578947368425,9.119320973589014
1,1,1,1,1,130.0,1,19,19,7,7,121.6,0,0,0,1,0,0,19,0,0,6,7,6,14.71428571,0,0,6,6,6,15.83333333,0,12.4,0.5,1.79,1,5.619047618333333,5.638888888333334,6.3999999999999995,9.17678358844734
1,15,1,1,1,130.0,26,42,1,2,7,130.0,0,1,1,1,0,0,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,1,5.25,5.5,6.5,9.17678358844734
1,18,1,1,1,135.0,1,38,19,9,5,121.7,1,0,0,1,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,1,4.583333333333333,4.566666666666666,6.761111111111111,9.119320973589014
1,7,1,1,3,120.0,1,1,39,4,7,120.0,0,0,0,1,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,0,5.333333333333333,1.6666666666666667,3.6363636363636362,9.121181235656364
1,1,1,1,1,148.0,1,19,19,4,5,143.5,0,0,0,1,0,1,19,0,0,7,8,6,12.83333333,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0,5.638888888333334,2.0,7.552631578947368,9.195531256322475
1,17,2,1,1,136.0,1,1,1,9,9,128.3,0,0,0,1,0,1,18,0,0,7,7,7,13.42857143,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,1,5.738095238333333,6.458333333333333,7.127777777777778,9.1649245084457
1,17,1,1,1,108.0,1,19,1,4,3,111.9,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0,1.0,1.0,5.889473684210526,9.112727543109182
1,44,1,1,39,140.0,1,38,38,6,3,140.0,0,0,0,1,0,0,19,0,0,6,18,3,11.66666667,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,0,6.444444444999999,5.916666666666667,7.368421052631579,9.105313134108476
1,1,3,1,1,153.0,1,3,1,2,8,137.6,1,0,0,1,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.33333333,0,12.4,0.5,1.79,1,5.666666666666667,5.555555555000001,7.644444444444444,9.187378760338836
1,1,1,1,1,135.0,1,19,19,9,5,135.0,1,0,0,1,0,0,20,0,0,6,6,6,13.83333333,0,0,6,6,6,11.83333333,0,10.8,1.4,1.74,1,5.305555555000001,4.972222221666667,6.75,9.13108069099055
1,1,5,1,1,146.0,1,19,37,7,7,133.8,1,0,0,1,0,0,19,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,1,6.53875,6.53875,7.042105263157896,9.159047077588632
1,1,2,1,1,130.0,1,19,19,9,9,126.9,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.16666667,0,9.4,-0.8,-3.12,1,5.333333333333333,5.361111111666666,7.050000000000001,9.187378760338836
1,17,2,1,1,113.0,1,1,2,5,3,106.7,1,0,1,1,1,1,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0,5.333333333333333,2.0,5.61578947368421,9.132811169466946
1,43,1,0,1,145.7,22,37,37,9,9,145.7,1,0,0,1,0,0,25,1,8,16,16,15,13.33333333,0,11,13,13,11,12.27272727,0,13.9,-0.3,0.79,1,11.388888888333334,10.045454545,5.827999999999999,8.98894529119609
1,17,3,1,1,145.0,1,3,3,4,4,153.1,1,0,0,1,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,0,5.083333333333333,5.388888888333334,7.654999999999999,9.112727543109182
1,1,1,0,1,126.0,1,38,37,5,5,118.7,0,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,1,5.083333333333333,4.916666666666667,6.247368421052632,8.98894529119609
1,17,1,0,1,160.0,1,34,34,0,0,161.8,1,0,1,1,1,0,33,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0,4.25,1.6666666666666667,4.903030303030303,9.209439966733019
1,18,4,1,1,134.0,1,19,38,194,175,124.9,1,0,1,1,1,0,18,0,0,5,11,3,10.66666667,0,0,5,9,3,11.33333333,0,8.9,1.4,3.51,0,4.944444444999999,4.722222221666667,6.938888888888889,9.118115427933665
1,1,1,1,1,163.0,1,19,37,5,8,150.8,1,0,0,1,1,0,18,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,0,4.75,5.25,8.377777777777778,9.118115427933665
1,15,1,1,1,130.0,26,1,1,2,3,130.0,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,1,5.166666666666667,4.566666666666666,6.842105263157895,9.121181235656364
1,1,2,1,1,165.0,1,3,3,2,2,163.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0,0.0,0.0,9.088888888888889,5.14166355650266
1,43,1,1,1,142.0,1,38,19,141,171,115.0,0,0,0,1,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.66666667,0,13.9,-0.3,0.79,0,5.416666666666667,4.444444444999999,6.052631578947368,9.121181235656364
1,1,1,1,1,156.0,1,19,1,5,10,136.8,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,0,5.333333333333333,5.25,7.6000000000000005,9.187378760338836
1,17,5,1,1,141.0,1,3,19,2,7,130.9,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,1,5.416666666666667,5.266666666666667,7.272222222222222,9.195531256322475
1,1,3,1,1,143.0,1,19,37,7,7,127.0,1,0,0,1,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,1,6.178958333333334,6.178958333333334,7.055555555555555,9.159047077588632
2,39,1,1,19,133.1,1,38,38,2,10,120.0,0,0,0,1,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,0,4.791666666666667,2.6666666666666665,3.2432432432432434,9.159047077588632
1,1,1,1,1,133.0,1,38,1,2,4,126.0,0,0,0,1,0,0,20,0,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0,5.0,2.5,6.3,9.13108069099055
1,1,1,1,1,172.0,41,37,37,5,5,153.8,1,0,0,1,0,1,20,1,0,6,6,6,14.0,0,0,6,6,6,13.33333333,0,10.8,1.4,1.74,1,5.333333333333333,5.222222221666667,7.69,9.132811169466946
1,15,1,1,1,140.0,26,19,19,9,6,140.0,0,0,0,1,1,0,21,1,0,6,7,6,12.33333333,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,1,5.222222221666667,5.404761905,6.666666666666667,9.13108069099055
1,17,1,1,1,142.0,1,38,1,5,4,136.6,0,0,0,1,0,1,18,0,0,7,7,7,13.46428571,0,0,8,9,8,14.78888889,0,12.4,0.5,1.79,1,5.744047618333333,6.631481481666667,7.588888888888889,9.159047077588632
1,39,1,0,1,140.0,1,19,1,9,8,105.0,0,0,0,1,0,0,26,0,0,6,14,3,10.66666667,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,0,5.777777778333333,5.2,4.038461538461538,8.98894529119609
1,39,1,1,12,133.1,1,37,37,9,7,139.4,0,0,1,1,0,0,41,0,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,0,4.6000000000000005,5.033333333333333,3.4000000000000004,9.121181235656364
1,1,2,1,1,148.0,1,19,1,3,9,140.0,1,0,0,1,0,1,18,0,0,6,6,6,13.66666667,0,0,6,6,6,14.66666667,0,16.2,0.3,-0.92,1,5.277777778333333,5.444444444999999,7.777777777777778,9.187378760338836
1,1,4,1,1,137.0,1,19,37,9,7,130.8,0,0,1,1,0,0,18,0,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,1,6.733750000000001,6.733750000000001,7.2666666666666675,9.159047077588632
1,1,1,1,1,143.0,1,38,38,9,9,138.8,1,0,0,1,0,0,31,0,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,1,6.411458333333333,6.73125,4.47741935483871,9.159047077588632
1,1,1,1,1,133.1,1,1,1,4,10,110.0,0,0,1,1,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.16666667,0,12.7,3.7,-1.7,1,5.4375,5.361111111666666,4.782608695652174,9.13108069099055
1,1,4,1,1,138.0,1,37,19,9,9,127.8,1,0,0,1,0,0,19,0,0,7,7,6,14.98333333,0,0,7,7,6,14.98333333,0,7.6,2.6,0.32,1,5.830555555,5.830555555,6.726315789473684,9.159047077588632
1,16,3,1,1,138.0,1,37,38,4,9,134.2,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,1,5.5,5.166666666666667,6.709999999999999,9.187378760338836
2,39,1,0,1,150.0,1,37,37,7,5,143.0,0,0,0,1,0,0,40,0,5,9,9,9,15.88888889,0,3,7,7,7,14.14285714,0,12.7,3.7,-1.7,1,7.981481481666667,6.357142856666667,3.575,8.98894529119609
1,44,1,1,39,120.0,1,37,37,9,9,120.0,1,0,1,1,0,0,32,0,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,0,5.916666666666667,5.666666666666667,3.75,9.114379980830272
1,1,4,1,1,110.0,1,37,37,9,7,113.2,1,0,0,1,0,0,24,0,0,6,14,2,10.5,0,0,6,11,1,10.0,0,10.8,1.4,1.74,0,5.416666666666667,4.666666666666667,4.716666666666667,9.132811169466946
1,17,4,1,1,146.0,1,19,37,5,8,135.8,1,0,0,1,0,0,18,0,0,7,7,6,13.98333333,0,0,7,7,6,13.98333333,0,7.6,2.6,0.32,1,5.663888888333333,5.663888888333333,7.544444444444445,9.159047077588632
1,1,1,1,1,148.0,1,37,37,9,9,143.5,0,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,1,5.166666666666667,5.138888888333334,7.972222222222222,9.13108069099055
1,1,1,1,1,145.0,1,19,37,4,7,148.9,1,0,0,1,0,1,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13.0,0,10.8,1.4,1.74,1,5.277777778333333,5.166666666666667,8.272222222222222,9.13108069099055
1,39,1,1,1,133.1,1,38,38,4,7,115.6,1,0,0,0,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0,2.3333333333333335,2.3333333333333335,4.281481481481482,9.105313134108476
1,1,1,1,1,160.0,1,38,37,9,5,159.3,0,0,0,1,0,0,18,0,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,1,4.8999999999999995,5.066666666666666,8.850000000000001,9.121181235656364
1,39,1,0,1,150.0,1,19,37,9,8,138.5,0,0,0,1,0,0,26,0,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,0,5.166666666666667,4.875,5.326923076923077,9.209439966733019
1,1,1,1,1,130.0,1,19,12,9,4,133.2,1,0,0,1,0,0,19,0,0,6,6,6,14.16666667,0,0,6,7,6,13.66666667,0,7.6,2.6,0.32,1,5.361111111666666,5.444444444999999,7.010526315789473,9.195531256322475
1,17,2,0,1,120.0,1,37,34,0,0,117.6,1,0,0,1,0,0,19,0,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,1,5.2,5.166666666666667,6.189473684210526,8.98894529119609
1,18,2,1,1,115.0,1,1,37,5,5,108.7,1,0,0,1,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.66666667,0,9.4,-0.8,-3.12,0,4.833333333333333,4.944444444999999,5.1761904761904765,9.121181235656364
1,1,4,1,1,133.1,1,1,19,4,6,106.0,1,0,0,1,0,0,24,0,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,0,4.75,5.166666666666667,4.416666666666667,9.121181235656364
1,17,1,1,1,120.0,1,37,37,9,10,122.6,0,0,0,1,0,0,20,0,0,6,8,3,12.33333333,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,0,4.888888888333334,4.916666666666667,6.13,9.195531256322475
1,1,4,1,1,134.0,1,19,1,5,9,127.4,1,0,0,1,0,0,18,0,0,6,7,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0,5.033333333333333,5.033333333333333,7.077777777777778,9.195531256322475
1,39,1,1,1,133.1,1,19,19,9,9,100.0,0,0,0,1,0,0,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0,2.0,2.0,3.3333333333333335,9.105313134108476
1,1,1,1,1,133.1,1,19,37,9,9,95.0,1,0,1,0,0,0,22,0,0,7,10,6,11.5,0,0,7,8,6,13.16666667,0,11.1,0.6,2.02,0,5.75,5.694444444999999,4.318181818181818,9.195531256322475
1,7,1,1,3,130.0,1,37,19,9,8,130.0,0,0,0,1,0,0,21,0,4,9,9,9,10.88888889,0,3,10,18,10,11.61538462,0,10.8,1.4,1.74,1,6.981481481666667,8.76923077,6.190476190476191,9.121181235656364
1,39,1,1,1,120.0,1,19,19,4,5,122.8,0,0,0,1,0,0,26,0,0,7,12,6,12.16666667,0,0,8,8,8,11.675,0,13.9,-0.3,0.79,0,6.194444444999999,5.945833333333333,4.723076923076923,9.1649245084457
1,17,1,1,1,115.0,1,19,19,7,7,115.0,1,0,0,1,0,0,23,0,0,5,7,2,10.0,1,0,5,9,1,12.0,0,9.4,-0.8,-3.12,0,4.166666666666667,4.5,5.0,9.121181235656364
1,17,1,1,1,135.0,1,19,37,5,9,145.9,0,0,0,1,0,1,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12.16666667,0,16.2,0.3,-0.92,1,5.111111111666666,5.027777778333333,8.105555555555556,9.112727543109182
1,1,1,1,1,133.1,1,1,37,5,9,143.0,1,0,1,1,0,0,21,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,0,5.233333333333333,5.2,6.809523809523809,9.112727543109182
1,43,1,1,1,145.0,1,19,38,9,9,100.0,0,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0,0.0,0.0,5.555555555555555,5.14166355650266
1,17,3,1,1,130.0,1,19,37,5,5,121.3,1,0,0,1,0,0,21,0,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,0,6.0,5.0,5.776190476190476,9.114379980830272
1,17,3,1,1,118.0,1,38,38,7,7,121.2,1,0,0,1,0,0,18,0,0,6,8,5,13.4,0,0,6,7,5,12.0,0,7.6,2.6,0.32,0,5.3999999999999995,5.0,6.733333333333333,9.195531256322475
1,17,3,1,1,138.0,1,37,37,5,9,125.1,1,1,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,0,5.25,5.3,6.584210526315789,9.195531256322475
1,17,1,1,1,122.0,1,1,1,4,9,112.9,1,0,0,1,0,0,22,0,0,6,14,4,12.25,0,0,6,11,3,11.33333333,0,7.6,2.6,0.32,0,6.041666666666667,5.222222221666667,5.131818181818182,9.132811169466946
1,1,3,1,1,126.0,1,38,19,5,8,120.8,1,0,0,1,0,0,19,0,0,6,7,6,12.28571429,0,0,6,7,6,12.83333333,0,12.4,0.5,1.79,1,5.214285715,5.305555555000001,6.3578947368421055,9.13108069099055
1,1,5,1,1,121.0,1,38,37,9,8,114.0,1,0,0,0,0,0,19,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,0,3.5,2.3333333333333335,6.0,9.114379980830272
1,17,1,1,1,152.0,1,37,37,7,5,132.1,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,0,4.75,5.166666666666667,6.9526315789473685,9.13108069099055
2,44,1,1,39,160.0,1,37,37,192,192,160.0,0,0,0,1,0,0,27,0,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,1,6.0,5.166666666666667,5.925925925925926,9.114379980830272
1,10,1,1,1,134.0,1,37,37,5,5,134.0,1,0,0,1,0,0,22,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,1,5.533333333333334,5.366666666666667,6.090909090909091,9.114379980830272
1,1,1,1,1,128.0,1,37,1,9,7,124.2,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,13.14285714,0,15.5,2.8,-4.06,0,5.333333333333333,5.357142856666667,6.9,9.187378760338836
1,17,4,1,1,125.0,1,38,38,5,5,115.6,1,0,0,1,0,0,20,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,1,4.833333333333333,5.125,5.779999999999999,9.132811169466946
2,43,1,0,1,130.0,1,37,37,9,9,128.2,0,0,0,1,0,0,34,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,0,5.666666666666667,4.666666666666667,3.770588235294117,9.209439966733019
1,17,2,1,1,138.0,1,1,38,5,8,132.8,1,0,0,1,0,0,18,0,0,7,9,6,12.38571429,0,0,8,9,8,13.75555556,0,13.9,-0.3,0.79,1,5.730952381666666,6.45925926,7.377777777777778,9.159047077588632
1,17,2,1,1,121.0,1,1,1,5,5,123.1,1,0,0,1,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,1,6.125,4.875,6.154999999999999,9.187378760338836
1,1,1,1,1,134.0,41,1,19,5,5,125.6,1,0,0,1,0,0,20,1,0,5,6,5,16.16666667,0,0,5,6,5,15.83333333,0,12.7,3.7,-1.7,1,5.361111111666666,5.305555555000001,6.279999999999999,9.119320973589014
1,39,1,0,1,130.0,1,1,38,4,9,115.0,0,0,0,1,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,0,2.0,2.1666666666666665,4.6,9.209439966733019
1,1,4,1,1,126.0,1,3,19,2,9,123.6,1,0,0,1,1,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,0,4.733333333333333,5.0,6.866666666666666,9.118115427933665
1,1,1,1,1,148.0,1,1,1,9,9,141.7,0,0,0,0,1,0,18,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,0,5.1000000000000005,5.666666666666667,7.872222222222222,9.119320973589014
1,17,1,1,1,160.0,1,19,38,5,7,139.0,1,0,0,1,0,1,18,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,0,5.2,3.1666666666666665,7.722222222222222,9.195531256322475
1,17,1,1,1,118.0,1,1,19,5,4,118.0,0,0,0,1,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,1,4.833333333333333,5.133333333333334,6.2105263157894735,9.132811169466946
1,17,2,1,1,150.0,1,38,19,5,5,142.0,1,0,0,1,0,1,19,0,0,6,8,6,12.33333333,0,0,6,7,5,12.4,0,10.8,1.4,1.74,0,5.388888888333334,5.066666666666666,7.473684210526316,9.195531256322475
1,44,1,1,1,140.0,1,1,1,5,5,143.4,0,0,0,1,0,1,21,0,3,6,6,6,14.83333333,0,2,6,7,6,12.57142857,0,13.9,-0.3,0.79,1,5.972222221666667,5.595238095,6.828571428571429,9.13108069099055
1,42,1,1,1,100.0,1,3,2,2,2,115.9,0,0,0,1,0,0,29,0,9,10,15,9,11.55555556,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,0,9.092592593333334,9.483333333333333,3.996551724137931,9.112727543109182
1,1,1,1,1,110.0,1,1,37,9,9,105.1,1,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,6,6,11.83333333,0,12.4,0.5,1.79,1,5.0,4.972222221666667,5.255,9.112727543109182
1,51,1,0,42,140.0,1,19,37,134,193,138.0,1,0,1,1,0,1,21,0,13,13,13,11,12.72727273,0,9,11,11,10,12.6,0,8.9,1.4,3.51,1,10.454545455,8.933333333333334,6.571428571428571,8.98894529119609
1,43,1,0,1,133.1,41,37,37,9,8,114.7,0,0,0,1,0,0,34,1,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,0,3.0833333333333335,2.5,3.373529411764706,9.209439966733019
1,1,4,1,1,140.0,22,1,37,3,9,130.5,1,0,0,1,0,0,20,1,0,6,6,6,12.33333333,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,1,5.055555555000001,5.0,6.525,9.187378760338836
1,39,1,0,1,110.0,1,37,37,9,9,134.3,0,0,0,1,1,0,24,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0,2.5,4.166666666666667,5.595833333333334,9.209439966733019
1,1,1,1,1,148.0,1,1,1,4,3,137.5,0,0,0,1,1,0,18,0,0,7,7,7,14.84285714,0,0,8,9,8,14.38888889,0,16.2,0.3,-0.92,1,5.973809523333333,6.564814815000001,7.638888888888889,9.159047077588632
1,1,1,1,1,137.0,1,1,19,4,4,125.3,0,0,0,1,1,0,19,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,0,5.533333333333334,5.533333333333334,6.594736842105263,9.159047077588632
1,1,1,1,1,120.0,1,1,19,7,7,111.3,0,0,0,1,1,1,18,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,0,4.966666666666667,5.125,6.183333333333334,9.121181235656364
1,39,9,0,1,120.0,1,38,38,9,5,144.8,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.33333333,0,10.8,1.4,1.74,0,4.791666666666667,5.222222221666667,5.171428571428572,9.209439966733019
1,39,1,0,1,130.0,1,1,1,9,7,152.1,0,0,0,1,1,0,28,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,0,5.166666666666667,5.0,5.432142857142857,9.209439966733019
1,17,1,1,1,132.0,1,38,38,0,5,126.1,0,0,0,1,1,0,20,0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,0,4.958333333333333,3.0,6.305,9.132811169466946
1,43,1,1,1,130.0,1,1,1,7,4,136.0,1,0,0,1,1,0,22,0,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,1,6.425625,6.425625,6.181818181818182,9.159047077588632
1,1,4,1,1,128.0,1,19,1,4,4,124.3,1,0,0,1,1,0,19,0,0,8,8,7,12.66571429,0,0,8,8,7,12.66571429,0,10.8,1.4,1.74,1,5.9442857149999995,5.9442857149999995,6.542105263157895,9.159047077588632
1,1,1,1,1,132.0,1,1,19,7,5,129.9,1,0,0,1,1,0,20,0,0,6,10,6,12.71428571,0,0,6,8,4,13.0,0,12.4,0.5,1.79,0,5.785714285,5.166666666666667,6.495,9.17678358844734
1,39,2,1,1,133.1,1,3,1,2,4,136.1,0,0,0,1,1,0,26,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,0,4.625,2.5,5.234615384615385,9.1649245084457
1,1,2,1,1,120.0,1,37,37,9,9,115.1,1,0,0,0,1,0,21,0,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,0,5.166666666666667,3.3333333333333335,5.480952380952381,9.132811169466946
1,16,2,1,1,145.0,1,3,3,2,2,143.6,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1,0.0,0.0,7.977777777777778,5.14166355650266
1,17,1,1,1,127.0,1,37,38,9,7,115.8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,1,4.733333333333333,4.7,6.433333333333334,9.121181235656364
1,1,2,1,1,135.0,1,19,19,4,7,149.0,1,0,0,1,1,0,22,0,14,17,21,17,12.57894737,0,15,17,20,17,12.11764706,0,11.1,0.6,2.02,1,13.596491228333333,13.519607843333333,6.7727272727272725,5.14166355650266
2,39,1,1,19,133.1,1,37,37,9,9,100.0,0,0,0,1,1,0,36,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,0,0.8333333333333334,0.8333333333333334,2.7777777777777777,9.118115427933665
1,1,1,1,1,125.0,1,38,38,9,9,133.4,1,0,0,1,1,1,20,0,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,1,5.333333333333333,5.25,6.67,9.187378760338836
1,17,5,1,1,127.0,1,3,4,2,2,122.8,0,0,0,1,1,0,20,0,0,6,6,3,12.33333333,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0,4.555555555000001,2.5,6.14,9.17678358844734
1,39,1,0,1,133.1,1,37,1,5,4,151.2,0,0,0,1,1,0,25,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,0,5.25,5.416666666666667,6.047999999999999,9.209439966733019
1,39,1,1,1,150.0,1,37,19,6,4,137.0,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.83333333,0,15.5,2.8,-4.06,1,5.3,6.138888888333334,3.914285714285714,9.105313134108476
1,1,1,1,1,133.1,1,1,37,7,7,118.0,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0,0.0,0.0,5.363636363636363,5.14166355650266
1,43,1,1,1,150.0,1,3,39,3,7,126.4,0,0,0,1,1,0,26,0,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,12.4,0.5,1.79,0,6.714285715,6.857142856666667,4.861538461538462,9.112727543109182
1,44,1,1,39,130.0,1,38,38,9,5,130.0,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,0,6.3,5.833333333333333,6.5,9.105313134108476
1,43,1,0,12,133.1,1,37,1,9,10,112.5,0,0,0,1,1,0,50,0,6,13,13,6,11.33333333,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,0,8.222222221666668,6.583333333333333,2.25,8.98894529119609
1,1,1,1,1,125.0,1,19,38,9,8,118.3,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,0,6.333666666666667,6.333666666666667,5.915,9.159047077588632
1,1,1,1,1,127.0,1,3,1,2,8,121.4,0,0,0,1,1,0,20,0,0,7,10,5,13.97666667,0,0,8,9,8,13.22222222,0,12.4,0.5,1.79,0,5.996111111666667,6.37037037,6.07,9.159047077588632
1,7,1,1,3,140.0,1,3,19,2,10,140.0,0,0,0,0,1,0,35,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,0,6.033333333333334,4.666666666666667,4.0,9.105313134108476
